id,target,output,match_tc_mut_doc
conf_95_5,"assertEquals(expected, conf.getBigDecimalArray(""bigdecimal.list4""));",assertNotNull(expected);,0
conf_758_3,"assertEquals(""test.key2 in the parent configuration"", ""value2"", conf.getProperty(""test.key2""));","assertEquals(""value1"", conf.getProperty());",0
conf_1845_5,"assertEquals(""Incorrect string converter value"", a, interpolator.getStringConverter().apply(Arrays.asList(1,2)));","assertEquals(""1"", a);",0
conf_81_2,"assertEquals(37, property);",assertNull(property);,0
conf_1387_2,"assertEquals(""Wrong key column name"", ""keyColumn"", map.get(""keyColumn""));","assertEquals(true, map.isEmpty());",0
conf_1509_2,"assertEquals(""Wrong value of default attribute"", 2, config.getInt(""gui.level[@default]""));","assertEquals(0, int0);",0
conf_1562_2,"assertEquals(""Wrong difference (2)"", ""table(1).fields.field(1)"", kd.toString());","assertEquals(""difference"", k1.getdifferenceKey());",0
conf_294_1,"assertEquals(2, cc.getNumberOfConfigurations());","assertEquals(0, conf1.getNumberOfConfigurations());",0
conf_552_1,assertNotNull(parseXml(xml));,"assertEquals(""IAmRoot"", xmlConfig.getRootElementName());",0
conf_1308_1,"assertEquals(""Base path not set"", basePath, xmlParams.getFileHandler().getBasePath());",assertEquals(getBasePath());,0
conf_1099_1,"assertEquals(a, PropertyConverter.toEnum(Integer.valueOf(ElementType.METHOD.ordinal()), ENUM_CLASS));","assertEquals(""The value can't be converted to a method"", a.toString());",0
conf_432_1,"assertTrue(instance.isSectionLine(""[section]""));","assertEquals(false, instance.isSectionLine());",0
conf_50_1,"assertTrue(""Got children"", a);","boolean isEmptyInternal(){assertEquals(false, boolean0);",0
conf_996_1,"assertEquals(""Handler not initialized"", TEST_FILENAME, handler.getFileName());","assertEquals(""/mnt/fastdata/ac1gf/SF110/dist/104_vuze/TEST_FILENAME"", handler.getFileName());",0
conf_852_2,"assertEquals(""Table name was not changed"", NodeStructureHelper.table(0) + ""_tested"", parent.getString(""tables.table(0).name""));","assertEquals(false, config.isEmpty());",0
conf_351_4,"assertEquals(simple.containsKey(key), composite.containsKey(key));","assertEquals(false, simple.containsKey());",0
conf_291_4,assertFalse(it.hasNext());,"assertEquals(true, subEprop.hasNext());",0
conf_1338_2,"assertEquals(""Default manager not set"", manager, params2.getChildDefaultParametersManager());","assertEquals(manager, params2.getChildDefaultParametersManager());",0
conf_1474_1,"assertEquals(""Wrong reference"", node.getNodeName(), handler.getReference(node));","assertEquals(""ReferenceNodeHandler"", handler.getNodeName());",0
conf_605_1,"assertEquals(""jndivalue"", s);","assertEquals(""localhost/127.0.0.1"", s);",0
conf_141_2,"assertFalse(""empty"", conf.isEmpty());","assertEquals(true, baseconf.isEmpty());",0
conf_474_1,"assertEquals(""value"", conf.getString(""element""));","assertEquals(""src-gen"", config.getString());",0
conf_831_3,"assertEquals(""Wrong entry (2)"", ""tables(0).table(0)"", cache.get(handler.getParent(nodeTabName)));","protected BaseHierarchicalConfiguration config(BaseHierarchicalConfiguration parent) {
        return parent;
    }assertEquals(true, cache.isEmpty());",0
conf_301_4,"assertTrue(""'value2' not found in the list"", list.contains(""value2""));","assertEquals(true, list2.isEmpty());",0
conf_1506_6,"assertEquals(""Wrong type of parent node"", ""field"", data.getParent().getNodeName());","assertEquals("" tables.table(0).tableSpace"", data.getNodeName());",0
conf_479_3,"assertNotNull(key, conf.getProperty(key));",assertNull(key);,0
conf_1268_5,"assertEquals(""Old at attribute not detected"", ""test2"", decl.getAt());","assertEquals(""test1"", config.getAt());",0
conf_1364_1,"assertSame(""Wrong expression engine"", engine, config.getExpressionEngine());","public ExpressionEngine getExpressionEngine() {
        return expressionEngine!= null? expressionEngine : DefaultExpressionEngine.INSTANCE;
    }assertNull(engine);",0
conf_95_8,"assertEquals(new BigDecimal[] {new BigDecimal(""1"")}, conf.getBigDecimalArray(""bigdecimal.string""));","public BigDecimal[] getBigDecimalArray(final String key, int precision) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", expected);",0
conf_706_4,"assertEquals(""Wrong separator"", "" = "", layout.getSeparator(TEST_KEY));","public final String getSeparator()"", layout.getSeparator());",0
conf_300_2,"assertEquals(orderedList.get(i), iteratedList.get(i));","assertEquals(0, orderedList0.size());",0
conf_754_2,assertTrue(keys.contains(k));,"assertEquals(false, itKeys.hasNext());",0
conf_1003_2,"assertEquals(""file name"", ""index.html"", handler.getFileName());",assertNull(handler.getFileName());,0
conf_147_6,"assertTrue(""Wrong property value"", config.getBoolean(TEST_KEY));","assertEquals(true, c.getBoolean());",0
conf_1213_1,"assertNull(""Got a factory"", params.getReloadingDetectorFactory());",assertNotNull(params);,0
conf_706_2,"assertEquals(""Blanc lines before new property"", 0, layout.getBlankLinesBefore(TEST_KEY));","assertEquals(0, layout.getBlankLinesBefore());",0
conf_1000_2,"assertSame(""Wrong strategy"", strategy, handler.getLocationStrategy());","assertEquals(FileLocatorUtils.obtainLocationStrategy.OTHER, handler.getLocationStrategy());",0
conf_1341_1,"assertSame(""Wrong result"", params, params.registerChildDefaultsHandler(BuilderParameters.class, handler));",assertNotNull(params);,0
conf_476_1,"assertTrue(""Added nodes are not saved"", c2.getBoolean(""test.autosave.addNodesTest""));","assertEquals(true, boolean0);",0
conf_881_2,"assertFalse(""In reloading state"", ctrl.isInReloadingState());","assertEquals(true, l1.isInReloadingState());",0
conf_1009_4,"assertNull(""Got an encoding"", locator.getEncoding());",assertNull(locator0.getEncoding());,0
conf_317_5,"assertEquals(""'key3' property"", ""value3"", conf.getProperty(""key3""));",assertNull(file);,0
conf_973_1,"assertEquals(""Wrong content"", ""InputStream = "" + CONTENT, content.getContent());",assertNull(handler.getContent());,0
conf_1870_1,"assertEquals(""Wrong variable value"", TEST_VALUE, interpolator.resolve(TEST_NAME));","assertEquals(1, l1.getModifiers());",0
conf_132_2,"assertEquals(expected, conf.getShortArray(""short.list1""));","public short[] getShortArray(final String key, arrayUtils.EMPTY_SHORT_ARRAY);",0
conf_980_1,"assertEquals(""Wrong data read"", CONTENT, content.getContent());","final FileBasedTestImpl getContent() {assertEquals(""/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount/test.properties"", testFile.getContent());",0
conf_1675_1,"assertEquals(""Wrong value"", a, pointer.getValue());","assertEquals(false, a.isConstant());",0
conf_1614_2,"assertSame(""Wrong tracked node 1"", node1, model.getTrackedNode(sel));","assertEquals(false, it.hasNext());",0
conf_500_3,"assertEquals(""a\\,b\\,c"", conf2.getString(""split/list4/@values""));","assertEquals(""null"", conf2.getString());",0
conf_128_4,"assertEquals(expected, conf.getLocaleList(""locale.list3""));","public List<Locale> getKeyList(final String key) {
        return expected.isEmpty()?false:true;assertEquals(2, expectedList0.size());",0
conf_931_1,"assertThat(""Logger not set"", config.getLogger(), sameInstance(logger));","assertEquals(false, config.isUseParentHandlers());",0
conf_69_1,"assertTrue(""Got children of root node"", subset.getModel().getNodeHandler().getRootNode().getChildren().isEmpty());","assertEquals(false, model.isRootNode());",0
conf_89_3,"assertEquals(""value23"", key2.get(""key3""));","assertEquals(""null"", key2.toString());",0
conf_605_2,"assertEquals(""jndivalue2"", conf.getString(""test.key2""));","assertEquals(""src-gen"", s);",0
conf_1179_2,"assertTrue(""Error listener not found"", config.getEventListeners(regData.getEventType()).contains(regData.getListener()));","assertEquals(true, regData.isPerInstance());",0
conf_101_1,"assertEquals(defaultValue, conf.getByteArray(""byte.list"", defaultValue));","public byte[] getByteArray(final String key, byte[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.String cannot be cast to org.sourceforge.ifx.basetypes.IFXObject\n"", defaultValue);",0
conf_276_4,"assertEquals(""long value"", 0xFFFFFFFFFFFFFFFFL, config.getLong(""number""));","assertEquals(0L, config.getLong());",0
conf_1441_1,"assertTrue(""Not defined"", handler.isDefined(node));","assertEquals(true, nodeHandler0.isDefined());",0
conf_161_3,"assertSame(""Incorrect configuration"", c, pc);","assertEquals(""props"", c.toString());",0
conf_1831_1,"assertEquals(""Wrong value for "" + e.getKey(), e.getValue(), lookup.lookup(e.getKey()));","assertEquals(""SQuirreL SQL Client"", e.getKey());",0
conf_1539_1,"assertNull(""Got a name"", root.getNodeName());","assertEquals("""", root.getNodeName());",0
conf_1244_2,"assertSame(""Wrong interpolator"", ci, map.get(""interpolator""));","assertEquals(""{pageCount=0, nextIndex=0, rowsPerPage=10, previousIndex=0, startIndex=0, rowCountMethod=java, empty=true, advanced=false, resultList=null, class=class framework.base.jdbc.ConfigurationLogger, level=INFO, message=null, threadInfo=null, loggerContext=null, sequenceNumber=0, columnName=null, class=class framework.util.jdbc.GenericLoggerContext, message=null, threadInfo=null, loggerContext=null, sequenceNumber=0, columnName=null, class=class framework.util.jdbc.GenericLoggerContext, message=null, threadInfo=null, loggerContext=null, sequenceNumber=0, columnName=null, class=class framework.util.jdbc.GenericLoggerContext, message=null, threadInfo=null, loggerContext=null, sequenceNumber=0, columnName=null, class=class framework.util.jdbc.GenericLoggerContext, message=null, threadInfo=null, loggerContext=null, sequenceNumber=0, columnName=null, class=class framework.util.jdbc.GenericLoggerContext, message=null, threadInfo=null, loggerContext=null}"", clone.toString());",0
conf_1719_3,"assertFalse(""empty array"", list.isEmpty());","boolean isEmpty() {assertEquals(true, config.isEmpty());",0
conf_168_1,"assertEquals(""Wrong source for multi-value property"", config.getConfiguration(CHILD1), config.getSource(key));","assertEquals(false, config.isEmpty());",0
conf_140_2,"assertEquals(expected, conf.getURLList(""url.list1""));",assertNotNull(expectedURLList0);,0
conf_1515_2,"assertSame(""New child 2 not added"", newWork2, node.getChildren().get(size - 1));","assertEquals(""King Lear"", nodeForKey0.toString());",0
conf_1248_1,"assertNull(""Got an interpolator"", spec.getInterpolator());",@assertNull(interpolator0);,0
conf_379_1,"assertEquals(""Wrong result"", conf1, cc.getConfiguration(0));",assertNotNull(syncConfiguration0);,0
conf_18_2,"assertEquals(""Wrong element"", Integer.valueOf(1), result.get(0));","assertEquals(1, result.size());",0
conf_1635_1,"assertEquals(""Wrong node key"", ""parent/"" + ROOT_NAME, engine.nodeKey(root, ""parent"", handler));","assertEquals("""", engine.nodeKey());",0
conf_595_1,"assertFalse(""Throw Exception Property is set!"", a);","assertEquals(true, a);",0
conf_337_2,"assertTrue(""Subsub still attached"", isDetached(subsub));","assertEquals(true, sub.isDetached());",0
conf_692_3,"assertEquals(""This returns 2(default Duration)"", twoD, config.getDuration(""numberNotInConfig"", twoD));","assertEquals(""1s"", d.toString());",0
conf_1224_2,"assertSame(""Wrong configuration"", configuration, event.getConfiguration());","assertEquals(false, configurationBuilderResultCreatedEvent.isStopped());",0
conf_245_1,"assertEquals(""Wrong number of list elements"", 3, dirs.size());","assertEquals(1, conf.size());",0
conf_1215_1,"assertSame(""Wrong result"", params, params.setURL(url));",assertNotNull(params);,0
conf_229_1,"assertEquals(""Include file not loaded"", ""true"", conf.getString(""include.loaded""));","assertEquals("" = null"", conf.getString());",0
conf_1603_1,"assertSame(""Wrong node"", node, model.getTrackedNode(selector));","assertEquals(0, model.getChildCount());",0
conf_348_6,"assertEquals(""col2"", key5.get(1));","public String toString() {
        return stringMapper.toString());",0
conf_1189_2,"assertFalse(""Parameters not reset"", config2.isThrowExceptionOnMissing());","assertEquals(false, builder.isThrowExceptionOnMissing());",0
conf_163_1,"assertNull(""Got a conversion engine"", config.getConversionExpressionEngine());","final ExpressionEngine conversionExpressionEngine() {
            beginRead(true);
                try {
                    return conversionExpressionEngine();
                endRead(true);",0
conf_508_3,assertNull(property);,assertNull(property);,1
conf_352_3,assertFalse(simple.containsKey(key));,"boolean containsKeyInternal(final String key) {
            boolean retVal = boolean.containsKey());",0
conf_1461_1,"assertFalse(""An attribute result"", result.isAttributeResult());","assertEquals(false, resultNode.isAttributeResult());",0
conf_128_2,"assertEquals(expected, conf.getLocaleList(""locale.list1""));","public List<Locale> getKeyList(final String key) {
        return expected.isEmpty()?false:true;assertEquals(2, expectedList0.size());",0
conf_369_1,"assertEquals(""Number of values before add is wrong!"", 1, values.length);",assertNotNull(values);,0
conf_1582_1,"assertEquals(""child2"", node2.getChildren(""child2"").get(0).getNodeName());","assertEquals(1, node2.getChildrenCount());",0
conf_150_4,"assertEquals(""Wrong number of names"", config.getConfigurationNames().size(), cc2.getConfigurationNames().size());","assertEquals(1, config.getConfigurationNames());",0
conf_870_1,"assertEquals(""Wrong delay"", 5000, detector.getRefreshDelay());","assertEquals(60000L,Detector0.getRefreshDelay());",0
conf_780_2,"assertEquals(1, configuration.getList(""test.boolean"").size());","assertEquals(true, list0.isEmpty());",0
conf_614_3,"assertEquals(""'interpolated' property"", ""teststring"", props.getProperty(""interpolated""));",assertNull(props);,0
conf_930_1,"assertThat(""Wrong default logger"", config.getLogger().getLog(), instanceOf(NoOpLog.class));","protected configurationLogger(false, false, false, false, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null",0
conf_1037_5,"assertEquals(""Wrong type (3)"", typeBase, reg.getEventType());","assertEquals(EventListener.TYPE_BASE, l1.getEventType());",0
conf_1784_3,"assertEquals(""Got correct value"", value, ""This is a string"");",assertNull(value);,0
conf_531_2,"assertEquals(0, conf.getMaxIndex(""split/list3/@values""));","assertEquals(-1, conf.getMaxIndex());",0
conf_594_3,assertFalse(it.hasNext());,"assertEquals(true, subEprop.hasNext());",0
conf_34_1,"assertEquals(""Wrong property"", values, config.getList(String.class, KEY_PREFIX));","assertEquals(1, config.getList(KEY_PREFIX));",0
conf_560_4,"assertNull(""Got a system ID"", helper.getSourceSystemID());","assertEquals(""Document"", doc.getSourceSystemID());",0
conf_95_9,"assertEquals(new BigDecimal[] {new BigDecimal(""1"")}, conf.getBigDecimalArray(""bigdecimal.object""));",assertNotNull(expected);,0
conf_1_3,"assertEquals(""Wrong value 2 for "" + key, ""src"" + i, values.get(1));","assertEquals(1, srcConfig.size());",0
conf_1257_2,"assertNotSame(""No copy was created"", col, looks);","assertEquals(true, col.isEmpty());",0
conf_1557_6,"assertEquals(""Wrong plain key"", ""dataType"", it.currentKey(false));","assertEquals(""false"", key.currentKey());",0
conf_295_2,"assertEquals(1, cc.getNumberOfConfigurations());","assertEquals(0, internalCC.getNumberOfConfigurations());",0
conf_1543_1,"assertSame(""Model was changed"", NodeStructureHelper.ROOT_PERSONAE_TREE, model.getRootNode());","assertEquals(true, model.isRootNode());",0
conf_1122_1,"assertEquals(""Not read from file"", 1, config.getInt(PROP));","assertEquals(0, int0);",0
conf_624_1,"assertSame(""Wrong result"", params, ConfigurationUtils.cloneIfPossible(params));","assertNotSame(params, params0);",0
conf_615_1,"assertEquals(""'array' property"", ""item 1;item 2"", props.getProperty(""array""));",assertNull(props);,0
conf_275_1,"assertEquals(""This returns 1(float)"", oneF, config.getFloat(""numberF""), 0);","assertEquals(1.0F, oneF, 0.01F);",0
conf_1769_1,"assertEquals(""Not the standard constructor"", 0, ctor.getParameterTypes().length);","protected Constructor<BeanCreationTestBean> findMatchingConstructor(final Class<BeanCreationTestBean> beanClass, final BeanDeclaration data) throws Exception {
            return ctor.newInstance(false, ctor.isAccessible());",0
conf_238_1,"assertEquals(""Layout's load() was called"", 0, layout.loadCalls);","private void load(final PropertiesConfiguration config, final Reader r) throws ConfigurationException {
        conf.setPropertyLoaded(""layoutLoadedProperty"", conf.getLoadedString());",0
conf_128_8,"assertEquals(expected, conf.getLocaleList(""locale.string""));",assertNotNull(localeList0);,0
conf_109_7,"assertEquals(expected, conf.getColorList(""color.list.interpolated""));",assertNotNull(getColorList());,0
conf_1780_1,"assertNotNull(""Got a value"", value);",assertNull(value);,0
conf_1772_1,"assertSame(""Wrong conversion handler"", handler, factory.getConversionHandler());","assertEquals(0, conversionHandler0.getConversionHandlerType());",0
conf_133_9,"assertEquals(expected, conf.getShortList(""short.string""));","assertEquals(2, expected.getShortList());",0
conf_838_11,"assertEquals(0, config.getMaxIndex(""test.items.item""));","assertEquals(-1, config.getMaxIndex());",0
conf_1594_2,"assertEquals(""Wrong escaped delimiter"", a, DefaultExpressionEngineSymbols.DEFAULT_SYMBOLS.getEscapedDelimiter());","public String getEscapedDelimiter());assertEquals(""\\"", a.getEscapedDelimiter());",0
conf_1621_2,"assertEquals(""Name was changed"", ""table"", node.getNodeName());","assertEquals(""null"", model.getNodeName());",0
conf_1785_1,"assertTrue(""Can't see first key"", a);","assertEquals(true, a);",0
conf_1512_4,"assertEquals(""Bad Channel 2 Name"", ""Channel 2"", config.getString(""Channels/Channel[@id='2']/Name""));","assertEquals("""", config.getString());",0
conf_119_11,"assertEquals(new float[] {}, conf.getFloatArray(""empty""), 0);","public float[] getFloatArray(final String key, float[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_98_2,"assertEquals(expected, conf.getBigIntegerList(""biginteger.list1""));","assertEquals(4, bigIntegerList0.size());",0
conf_438_1,"assertEquals(""Wrong value"", ""C:\\Temp\\"", config.getString(""section5.singleLine""));","assertEquals(""localhost"", config.getString());",0
conf_117_4,"assertEquals(expected, conf.getDoubleArray(""double.list3""), 0);","public static double[] getDoubleArray(final String key, final double[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_123_2,"assertEquals(expected, conf.getIntegerList(""integer.list1""));","assertEquals(2, expectedList0.size());",0
conf_1540_1,"assertEquals(""Attribute value not changed"", newValue, node.getAttributes().get(NodeStructureHelper.ATTR_TESTED));","public String newValue() {
        return model. newValue());
    }assertEquals(""of course"", nodeForKey(model, node0. newValue());",0
conf_741_2,"assertFalse(""the parent configuration is empty"", config.isEmpty());","assertEquals(true, config.isEmpty());",0
conf_1700_3,"assertEquals(""Value of the '"" + key + ""' property"", (byte[]) config.getProperty(key), array);",assertNull(savedFile);,0
conf_1765_2,"assertEquals(""Wrong property of buddy bean"", ""test"", bean.getBuddy().getStringValue());",assertNotNull(beanInstance);,0
conf_1650_1,"assertEquals(""Wrong start position"", 0, it.getPosition());","assertEquals(2, it.getPosition());",0
conf_1108_1,"assertEquals(""Incorrect Integer value"", a, PropertyConverter.toNumber(""42"", Integer.class));","assertEquals(42, a.intValue());",0
conf_1242_2,"assertTrue(""Wrong default lookup"", defLooks.contains(look));","assertEquals(false, look.isEmpty());",0
conf_1029_1,"assertEquals(""Event object was created"", 0, source.eventCount);","protected boolean onAny(final String type, final String propName, final boolean before) {
        if (TEST_PROPVALUE.equals(TEST_PROPNAME)) {
            if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                    if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                        if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                            if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                                if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                                    if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                                        if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
                                            if (TEST_PROPVALUE.equals(TEST_PROPVALUE)) {
assertEquals(false, source.isDetailEvents());",0
conf_1656_2,"assertEquals(""Prefix was not evaluated"", 0, iteratorSize(it));",assertNotNull(it);,0
conf_897_1,"assertNull(""Got a result"", a);",assertNotNull(a);,0
conf_582_1,"assertEquals(""This returns 1(double)"", oneD, config.getDouble(""numberD""), 0);","assertEquals(1.0, double2D, 0.01D);",0
conf_1596_1,"assertSame(""Wrong parent node"", parent, handler.getParent(node));","assertEquals(""parent"", parentHandler.getName());",0
conf_997_3,"assertEquals(""Wrong file name in locator"", TEST_FILENAME, handler.getFileLocator().getFileName());","assertEquals(""/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount/TEST_FILENAME"", handler.getFileName());",0
conf_1860_3,assertEquals,"assertEquals(true, interpolator.isInterpolationEnabled());",0
conf_850_2,"assertEquals(""Wrong number of keys"", 2, keys.size());","assertEquals(0, tables/table[1].size());",0
conf_1809_7,"assertEquals(""Wrong type"", ""long"", arg2.getTypeName());","assertEquals(""CT"", config.getTypeName());",0
conf_92_1,"assertFalse(conf.containsKey(""foo""));","boolean containsKeyInternal(final String key) {
            return booleanContainsKeyInternal(key);",0
conf_25_1,"assertNull(""Wrong result"", config.getList(Integer.class, KEY_PREFIX));","assertEquals(0, list0.size());",0
conf_261_1,"assertTrue(""Key not found: "" + key, config2.containsKey(key));","public boolean containsKeyInternal(final String key) {
            boolean retVal = containsKeyInternal(key);
            boolean retVal = containsKeyInternal(key));

        boolean retVal = booleanImpl);

        boolean retVal = booleanImpl);

        boolean retVal = booleanImpl);

        boolean retVal = booleanImpl);

        boolean retVal = booleanImpl);",0
conf_1789_4,"assertNotNull(""Returned new value 1"", value);","assertEquals(11, value);",0
conf_1696_7,"assertEquals(""size"", 2, list1.size());","assertEquals(1, list1.size());",0
conf_1205_1,"assertSame(""Wrong handler"", handler, params.getFileHandler());","public FileHandlerAdapter getFileHandlerAdapter() {
        return fileHandlerAdapter(getFileHandlerAdapter());",0
conf_636_1,"assertEquals(""Wrong property value"", ""1,2,3"", conf.getString(""test.key""));","assertEquals(""1\\,2\\,3"", conf.getString());",0
conf_490_5,"assertEquals(""foo"", copy.getString(""element3[@name]""));","assertEquals(""clonedValue"", c.getString());",0
conf_103_2,"assertNull(""non null object for a missing key"", conf.getCalendar(""unknownkey"", DATE_PATTERN));","assertEquals(""java.util.GregorianCalendar[time=1372790450975,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\""Europe/Belfast\"",offset=0,dstSavings=3600000,useDaylight=true,transitions=242,lastRule=java.util.SimpleTimeZone[id=Europe/Belfast,offset=0,dstSavings=3600000,useDaylight=true,startYear=0,startMode=2,startMonth=2,startDay=-1,startDayOfWeek=1,startTime=3600000,startTimeMode=2,endMode=2,endMonth=9,endDay=-1,endDayOfWeek=1,endTime=3600000,endTimeMode=2]],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2013,MONTH=6,WEEK_OF_YEAR=27,WEEK_OF_MONTH=1,DAY_OF_MONTH=2,DAY_OF_YEAR=183,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=1,AM_PM=0,HOUR=0,HOUR_OF_DAY=0,MINUTE=0,SECOND=0,MILLISECOND=0,ZONE_OFFSET=0,DST_OFFSET=3600000]"", defaultValue.toString());",0
conf_140_3,"assertEquals(expected, conf.getURLList(""url.list2""));","public List<URL> getURLList(final String key) {
            return expected.isEmpty()? new ArrayList() : new ArrayList(1, expected.size());
        return expected.isEmpty()? new ArrayList() : new ArrayList(0, expected.size());",0
conf_264_1,"assertFalse(""New key appears in original"", config.containsKey(""clone""));","boolean containsKeyInternal(BaseConfiguration config2) {
            boolean result = containsKeyInternal(config2);
            boolean retVal = boolean.containsKey());",0
conf_1674_1,"assertSame(""Wrong parent pointer"", a, pointer.getParentPointer());",assertNotNull(configurationNodePointer0);,0
conf_1555_1,"assertEquals(""Null attribute key not correctly appended"", """", key.toString());",assertNotNull(key.appendAttribute());,0
conf_239_1,"assertEquals(""Layout's load() was not correctly called"", 2, layout.loadCalls);","private void load(1, conf.size());",0
conf_1696_13,"assertEquals(""1st element"", ""c"", list2.get(0));","assertEquals(false, list2.isEmpty());",0
conf_268_2,"assertEquals(""Existing key with default value"", number, config.getBigInteger(""numberBigI"", defaultValue));","assertEquals(""654321"", number.toString());",0
conf_804_15,"assertEquals(""tiger"", config.getProperty(""connection.passwd""));","assertEquals(""{\n\t tables.table(0).fields.field(-1).name: phone\n\t tables.table(1).fields.field(-1).name: cataloged\n\t tables.table(-1).name: fax\n\t tables.table(-1).name: cataloged\n\t tables.table(2).fields.field(0).name: cataloged\n\t tables.table(-1).name: fax\n\t tables.table(-1).name: cataloged\n\t tables.table(3).fields.field(0).name: cataloged\n\t tables.table(-1).name: fax\n\t tables.table(-1).name: cataloged\n\t tables.table(4).fields.field(0).name: cataloged\n\t tables.table(-1).name: fax\n\t tables.table(-1).name: cataloged\n\t tables.table(5).fields.field(0).name: cataloged\n\t tables.table(-1).name: fax\n\t tables.table(-1).name: cataloged\n\n\t tables.table(-1).name: cataloged\n\n\t tables.table(-1).name: cataloged\n\n\t tables.table(-1).name: cataloged\n\n\t tables.table(-1).name: cataloged\n\n\n\t tables.table(-1).name: cataloged\n\n\n\t tables.table",0
conf_1173_2,"assertTrue(""No original parameters"", params2.keySet().containsAll(createTestParameters().keySet()));","assertEquals(false, params2.isEmpty());",0
conf_98_1,"assertEquals(null, bigIntegerList);","public List<BigInteger> bigIntegerList(final String key) throws Exception {
            bigIntegerList0 = bigIntegerList0.isEmpty()?0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0
conf_96_4,"assertEquals(expected, conf.getBigDecimalList(""bigdecimal.list3""));","assertEquals(4, expected.size());",0
conf_581_4,"assertEquals(""This returns 1(Byte)"", Byte.valueOf(oneB), config.getByte(""number"", Byte.valueOf(""2"")));","assertEquals((byte)1, config.getByte());",0
conf_130_7,"assertEquals(expected, conf.getLongList(""long.list6""));","assertEquals(2L, expected.getLongList());",0
conf_964_1,"assertEquals(""Wrong content"", CONTENT, content.getContent());","protected FileBasedTestImpl getFileBasedTestImpl() {
        return fileBasedTestImpl();
    getFileBasedTestImpl();",0
conf_1666_1,"assertEquals(""Wrong number of attributes"", 1, iteratorSize(it));",assertNotNull(it);,0
conf_558_1,"assertTrue(""Got an element mapping"", helper.getElementMapping().isEmpty());","assertEquals(true, elementMapping0.isEmpty());",0
conf_276_3,"assertEquals(""int value"", 0xFFFFFFFF, config.getInt(""number""));","assertEquals(0, config.getInt());",0
conf_279_3,"assertTrue(""The number 1 is missing from the list"", list.contains(""1""));","assertEquals(true, list1.contains());",0
conf_128_5,"assertEquals(expected, conf.getLocaleList(""locale.list4""));","public List<Locale> getLocaleList(final String key) {
            return expected.isEmpty()? Locale.FR : ListAssert.assertEquals(2, expected.size());",0
conf_1035_1,"assertFalse(""Null listener can be removed"", source.removeEventListener(ConfigurationEvent.ANY, null));","assertEquals(false, source.isFocusTraversalPolicySet());",0
conf_863_1,"assertTrue(""Reloading request not detected"", strategy.isReloadingRequired());","assertEquals(true, strategy.isReloadingRequired());",0
conf_250_2,"assertEquals(""Property not saved"", ""bar"", config2.getString(""foo""));","assertEquals(""${root-path}/config/ac1gf/SF110/dist/78_caloriecount/test"", dataConfig.getString());",0
